cve_ent,cve_mun,productores,produccion_total,gm,imn,precio,Escenario_marginacion,Escenario_precio
13,041,5,81.8213,Muy bajo,0.907895932265938,5785.320833333334,0.0,0.0
21,180,209,1402.9874,Bajo,0.872328997056723,5901.78,0.0,0.0
32,010,13,155.8824,Muy bajo,0.908444147374758,5973.14,0.0,0.0
32,038,123,801.8996,Medio,0.849867773251066,6000.0,4642998.683999999,0.0
10,022,906,7982.5407,Muy bajo,0.898171891623803,6000.0,0.0,0.0
19,007,19,764.8,Medio,0.834542722519374,6000.0,4428192.0,0.0
10,032,4,27.6621,Bajo,0.883149359235346,6026.666666666667,0.0,0.0
10,015,5,12.9,Bajo,0.874873927076598,6026.666666666667,0.0,0.0
10,033,80,1823.68,Medio,0.838652678314634,6026.666666666667,10559107.200000001,0.0
10,007,29,374.1403,Muy bajo,0.928133297176008,6026.666666666667,0.0,0.0
10,029,23,131.2787,Bajo,0.874151652077484,6026.666666666667,0.0,0.0
10,038,292,4131.5283,Muy bajo,0.91555700241821,6026.666666666667,0.0,0.0
10,016,177,2022.5123,Muy bajo,0.890750676003421,6026.666666666667,0.0,0.0
10,024,14,90.0228,Muy bajo,0.891204897301256,6026.666666666667,0.0,0.0
10,010,23,32.3981,Muy bajo,0.887454432780069,6026.666666666667,0.0,0.0
10,006,6,36.7,Medio,0.850918017362644,6026.666666666667,212493.00000000003,0.0
10,013,155,3266.3178,Muy bajo,0.888611135241961,6026.666666666667,0.0,0.0
10,027,74,44.281,Alto,0.817497474820746,6026.666666666667,256386.99,0.0
10,005,42,908.0554,Muy bajo,0.933112353918632,6026.666666666667,0.0,0.0
10,031,7,21.5,Bajo,0.873524746962966,6026.666666666667,0.0,0.0
10,039,4,201.0,Muy bajo,0.898201000791625,6026.666666666667,0.0,0.0
10,011,4,58.0148,Bajo,0.870715152876789,6026.666666666667,0.0,0.0
10,008,39,911.5,Muy bajo,0.906557563575854,6040.0,0.0,0.0
10,004,54,542.8189,Muy bajo,0.892253645994292,6040.0,0.0,0.0
20,018,12,7.3476,Alto,0.818437552737672,6060.17,42542.604,0.0
20,339,20,2.44,Bajo,0.871153491156609,6097.71,0.0,0.0
22,016,23,75.78,Muy bajo,0.920911652095141,6122.3,0.0,0.0
20,129,41,5.938,Bajo,0.876297794337961,6241.78,0.0,0.0
20,422,31,0.68,Medio,0.852388805663483,6262.66,3937.2000000000003,0.0
20,121,47,15.2163,Medio,0.840825317010695,6341.45,88102.37700000001,0.0
20,341,6,0.5,Medio,0.835589274356567,6378.77,2895.0,0.0
20,423,9,0.9,Alto,0.81252773798078,6380.16,5211.0,0.0
20,221,127,47.7724,Medio,0.834497225600901,6381.96,276602.196,0.0
20,552,19,4.5,Medio,0.852718279133346,6386.53,26055.0,0.0
20,105,58,6.826,Medio,0.832848523010174,6412.63,39522.54,0.0
20,346,6,0.7439,Alto,0.822231482459735,6419.84,4307.181,0.0
20,547,36,20.8522,Medio,0.850314683893271,6424.56,120734.238,0.0
20,464,35,17.6621,Medio,0.830227692839463,6427.73,102263.559,0.0
20,151,51,11.8196,Alto,0.811705222015766,6446.02,68435.484,0.0
20,176,153,28.7932,Alto,0.799387956332359,6454.11,166712.628,0.0
20,283,51,0.0,Medio,0.840428712487379,6458.63,0.0,0.0
20,321,85,10.1705,Alto,0.822523914050449,6479.31,58887.195,0.0
20,287,17,2.6,Medio,0.838531938036512,6486.91,15054.0,0.0
20,332,6,2.35,Medio,0.849893249825309,6493.02,13606.5,0.0
14,010,4,20.676,Bajo,0.879809716368108,6500.0,0.0,0.0
20,536,10,0.35,Bajo,0.857339606441105,6512.92,2026.4999999999998,0.0
20,556,20,9.7935,Medio,0.847401474140678,6513.01,56704.365,0.0
20,521,14,1.76,Medio,0.831870402634867,6535.51,10190.4,0.0
20,499,11,1.515,Bajo,0.871380826619297,6538.77,0.0,0.0
20,093,19,1.235,Medio,0.850758589651001,6540.36,7150.650000000001,0.0
20,047,6,0.5,Bajo,0.866909635629186,6545.63,0.0,0.0
20,540,21,40.25,Bajo,0.885327509255959,6560.3,0.0,0.0
20,486,55,31.6977,Medio,0.840093097791325,6572.49,183529.68300000002,0.0
20,106,26,1.37,Medio,0.83881668997652,6588.05,7932.3,0.0
20,548,92,51.0024,Alto,0.77800790887415,6591.69,295303.896,0.0
16,025,17,73.1022,Medio,0.848186068576436,6617.436666666666,423261.73799999995,0.0
16,004,276,3690.0428,Bajo,0.867047234904332,6617.436666666666,0.0,0.0
16,056,3,5.0,Alto,0.816265401954722,6617.436666666666,28950.0,0.0
16,062,221,7736.0345,Bajo,0.867409598775546,6617.436666666666,0.0,0.0
16,073,7,6.21,Bajo,0.866171504884045,6617.436666666666,0.0,0.0
16,085,8,167.8756,Bajo,0.865362356853237,6617.436666666666,0.0,0.0
16,021,4,55.0568,Alto,0.778562061724212,6617.436666666666,318778.87200000003,0.0
16,041,4,64.3724,Medio,0.84808572727598,6617.436666666666,372716.196,0.0
16,003,32,299.9977,Bajo,0.878696876514932,6617.436666666666,0.0,0.0
16,063,80,784.8916,Bajo,0.862838889638355,6617.436666666666,4544522.364,0.0
16,030,50,2605.3023,Bajo,0.862026999582785,6617.436666666666,15084700.317,0.0
16,060,111,3480.4426,Bajo,0.868852102641146,6617.436666666666,0.0,0.0
16,109,4,114.15,Bajo,0.878107706592226,6617.436666666666,0.0,0.0
16,040,4,55.96,Bajo,0.857234627589216,6617.436666666666,324008.4,0.0
16,108,392,11263.4354,Muy bajo,0.906364060508029,6617.436666666666,0.0,0.0
16,100,7,4.4749,Medio,0.851189720324056,6617.436666666666,25909.671,0.0
16,016,54,48.2786,Medio,0.851774549342996,6617.436666666666,279533.094,0.0
16,088,5,24.5611,Muy bajo,0.905624181206612,6617.436666666666,0.0,0.0
16,104,336,5197.7587,Bajo,0.855843600828171,6617.436666666666,30095022.873000003,0.0
16,054,8,28.63,Bajo,0.855620771483173,6617.436666666666,165767.69999999998,0.0
16,024,5,5.65,Medio,0.85374021356825,6617.436666666666,32713.500000000004,0.0
16,076,3,109.8064,Muy bajo,0.905131728308424,6617.436666666666,0.0,0.0
16,042,365,8015.0541,Bajo,0.864380554891487,6617.436666666666,46407163.239,0.0
16,067,52,1507.0035,Bajo,0.859450795543442,6617.436666666666,8725550.265,0.0
16,020,6,166.6045,Bajo,0.868215071929312,6617.436666666666,0.0,0.0
16,086,233,8282.7527,Muy bajo,0.889712708188313,6617.436666666666,0.0,0.0
16,106,152,5088.2204,Bajo,0.882873495429392,6617.436666666666,0.0,0.0
16,080,17,33.3596,Medio,0.844302799599059,6617.436666666666,193152.084,0.0
16,103,337,6462.876,Bajo,0.88103336792013,6617.436666666666,0.0,0.0
16,011,196,2740.6554,Bajo,0.878496298454216,6617.436666666666,0.0,0.0
16,061,10,3.31,Medio,0.840614973120577,6617.436666666666,19164.9,0.0
16,053,7,15.627,Muy bajo,0.930034235586903,6617.436666666666,0.0,0.0
16,112,37,8.24,Bajo,0.880012072367685,6617.436666666666,0.0,0.0
16,023,63,1254.637,Bajo,0.879869090592624,6617.436666666666,0.0,0.0
16,110,68,1610.0432,Bajo,0.874650843826058,6617.436666666666,0.0,0.0
16,034,16,219.5,Bajo,0.872437548932548,6617.436666666666,0.0,0.0
16,071,99,1758.8078,Bajo,0.878659856446129,6617.436666666666,0.0,0.0
16,069,62,1576.7936,Muy bajo,0.912582159337204,6617.436666666666,0.0,0.0
16,105,613,23694.8685,Muy bajo,0.88725550457745,6617.436666666666,0.0,0.0
16,113,1730,25596.7917,Bajo,0.872110493963746,6617.436666666666,0.0,0.0
16,066,9,14.8458,Muy bajo,0.888138867910695,6617.436666666666,0.0,0.0
16,065,8,103.9656,Medio,0.847712791238812,6617.436666666666,601960.824,0.0
16,028,54,1812.1194,Bajo,0.878840258209269,6617.436666666666,0.0,0.0
20,256,20,10.002,Medio,0.848389331865691,6668.39,57911.58,0.0
20,488,17,1.25,Medio,0.852233364974407,6685.52,7237.5,0.0
15,003,19,28.05,Medio,0.827398677412905,6800.0,162409.5,0.0
21,044,124,1177.3306,Medio,0.852982027165653,6866.0,6816744.174,0.0
15,056,48,21.8084,Alto,0.809017636046249,6900.0,126270.636,0.0
11,014,8,335.2635,Bajo,0.861420082358384,6925.08,1941175.665,0.0
11,003,60,439.8388,Bajo,0.880032853313976,6925.75,0.0,0.0
11,022,39,1534.2266,Bajo,0.857613479139607,6926.68,8883172.014,0.0
11,030,40,410.4502,Medio,0.845520255010706,6935.26,2376506.658,0.0
14,124,11,471.0768,Muy bajo,0.895359169706774,6998.71,0.0,0.0
14,053,3,14.3611,Muy bajo,0.90361380569938,6998.71,0.0,0.0
14,047,18,368.68,Muy bajo,0.903354158790255,6998.71,0.0,0.0
14,018,370,14086.114,Muy bajo,0.903318648477127,6998.71,0.0,0.0
